"PL_Effect_Size_lnRktoall_0.01","PL_Effect_Size_Type1_lnRktoall_0.01","PL_Effect_Size_Type2_lnRktoall_0.01","PL_Effect_Size_lnRkto0_0.01","PL_Effect_Size_Type1_lnRkto0_0.01","PL_Effect_Size_Type2_lnRkto0_0.01","PL_Effect_Size_lnRktoall_0.05","PL_Effect_Size_Type1_lnRktoall_0.05","PL_Effect_Size_Type2_lnRktoall_0.05","PL_Effect_Size_lnRkto0_0.05","PL_Effect_Size_Type1_lnRkto0_0.05","PL_Effect_Size_Type2_lnRkto0_0.05","PL_Effect_Size_lnRktoall_0.1","PL_Effect_Size_Type1_lnRktoall_0.1","PL_Effect_Size_Type2_lnRktoall_0.1","PL_Effect_Size_lnRkto0_0.1","PL_Effect_Size_Type1_lnRkto0_0.1","PL_Effect_Size_Type2_lnRkto0_0.1","PL_Effect_Size_lnRktoall_0.5","PL_Effect_Size_Type1_lnRktoall_0.5","PL_Effect_Size_Type2_lnRktoall_0.5","PL_Effect_Size_lnRkto0_0.5","PL_Effect_Size_Type1_lnRkto0_0.5","PL_Effect_Size_Type2_lnRkto0_0.5","PL_Effect_Size_lnR","PL_Effect_Size_Type1_lnR","PL_Effect_Size_Type2_lnR","PL_Effect_Size_hedgesD","PL_Effect_Size_Type1_hedgesD","PL_Effect_Size_Type2_hedgesD","unique_number"
-0.0893451003358499,"SPFR","Sup",-0.0896121586896872,"SPFR","Sup",-0.0882926071456782,"SPFR","Sup",-0.0896121586896872,"SPFR","Sup",-0.0870113769896297,"SPFR","Sup",-0.0896121586896872,"SPFR","Sup",-0.0779615414697117,"SPFR","Sup",-0.0896121586896872,"SPFR","Sup",-0.0896121586896872,"SPFR","Sup",-0.249663703688028,"SPFR","Sup","78"
0.0525745245435991,"SPFR","Sup",0.052643733485422,"SPFR","Sup",0.0522994994028485,"SPFR","Sup",0.052643733485422,"SPFR","Sup",0.0519597389307109,"SPFR","Sup",0.052643733485422,"SPFR","Sup",0.0493927553295763,"SPFR","Sup",0.052643733485422,"SPFR","Sup",0.052643733485422,"SPFR","Sup",0.134522601234956,"SPFR","Sup","79"
-0.0764216403482747,"SPFR","Sup",-0.076470363991838,"SPFR","Sup",-0.0762273653878842,"SPFR","Sup",-0.076470363991838,"SPFR","Sup",-0.0759859069779223,"SPFR","Sup",-0.076470363991838,"SPFR","Sup",-0.0741079721537221,"SPFR","Sup",-0.076470363991838,"SPFR","Sup",-0.076470363991838,"SPFR","Sup",-0.151846521305137,"SPFR","Sup","80"
0.0999583021112622,"SPFR","Sup",0.100083458556983,"SPFR","Sup",0.0994607935306382,"SPFR","Sup",0.100083458556983,"SPFR","Sup",0.0988458346366325,"SPFR","Sup",0.100083458556983,"SPFR","Sup",0.094187215059701,"SPFR","Sup",0.100083458556983,"SPFR","Sup",0.100083458556983,"SPFR","Sup",0.2215978818826,"SPFR","Sup","81"
-0.090765209314267,"SPFR","Sup",-0.0909717782057264,"SPFR","Sup",-0.0899482366629394,"SPFR","Sup",-0.0909717782057264,"SPFR","Sup",-0.088947486016496,"SPFR","Sup",-0.0909717782057264,"SPFR","Sup",-0.0816780310142671,"SPFR","Sup",-0.0909717782057264,"SPFR","Sup",-0.0909717782057264,"SPFR","Sup",-0.228898710649087,"SPFR","Sup","82"
0.0615105473167588,"SPFR","Sup",0.0615578929994336,"SPFR","Sup",0.0613218908743187,"SPFR","Sup",0.0615578929994336,"SPFR","Sup",0.061087691979838,"SPFR","Sup",0.0615578929994336,"SPFR","Sup",0.0592766099295403,"SPFR","Sup",0.0615578929994336,"SPFR","Sup",0.0615578929994336,"SPFR","Sup",0.105061724550885,"SPFR","Sup","83"
-0.0475148756075132,"SPFR","Sup",-0.0476280489892547,"SPFR","Sup",-0.0470675108579859,"SPFR","Sup",-0.0476280489892547,"SPFR","Sup",-0.0465200156348928,"SPFR","Sup",-0.0476280489892547,"SPFR","Sup",-0.0425596144187961,"SPFR","Sup",-0.0476280489892547,"SPFR","Sup",-0.0476280489892547,"SPFR","Sup",-0.175296899248531,"SPFR","Sup","84"
0,"SPFR","Sup",0,"SPFR","Sup",0,"SPFR","Sup",0,"SPFR","Sup",0,"SPFR","Sup",0,"SPFR","Sup",0,"SPFR","Sup",0,"SPFR","Sup",0,"SPFR","Sup",0,"SPFR","Sup","85"
-0.0593059139588463,"SPFR","Sup",-0.0594234204708006,"SPFR","Sup",-0.0588405000229335,"SPFR","Sup",-0.0594234204708006,"SPFR","Sup",-0.0582689081239758,"SPFR","Sup",-0.0594234204708006,"SPFR","Sup",-0.0540672212702757,"SPFR","Sup",-0.0594234204708006,"SPFR","Sup",-0.0594234204708006,"SPFR","Sup",-0.197760796847469,"SPFR","Sup","86"
0.129611032708172,"FS","Sup",0.13164519275691,"FS","Sup",0.122067165248878,"FS","Sup",0.13164519275691,"FS","Sup",0.113789739079162,"FS","Sup",0.13164519275691,"FS","Sup",0.0737823559221321,"FS","Sup",0.13164519275691,"FS","Sup",0.13164519275691,"FS","Sup",0.315458338785443,"FS","Sup","87"
